,HomeTeam,AwayTeam,FTR,PredictedFTR
769,Newcastle,West Ham,H,H
770,Chelsea,Man United,NH,NH
771,Birmingham,Blackburn,NH,NH
772,Bolton,Charlton,NH,NH
773,Liverpool,Southampton,H,NH
774,Man City,Newcastle,H,NH
775,Middlesboro,Fulham,NH,NH
776,Sunderland,Everton,NH,H
777,Tottenham,Aston Villa,H,NH
778,West Brom,Leeds,NH,H
779,West Ham,Arsenal,NH,NH
780,Arsenal,West Brom,H,NH
781,Charlton,Tottenham,NH,H
782,Aston Villa,Man City,H,H
783,Blackburn,Liverpool,NH,H
784,Everton,Birmingham,NH,NH
785,Leeds,Sunderland,NH,H
786,Southampton,Chelsea,NH,NH
787,Birmingham,Leeds,H,H
788,Man City,Everton,H,H
789,Middlesboro,Blackburn,H,NH
790,Sunderland,Man United,NH,NH
791,Tottenham,Southampton,H,H
792,West Brom,Fulham,H,NH
793,West Ham,Charlton,NH,NH
794,Bolton,Aston Villa,H,H
795,Chelsea,Arsenal,NH,NH
796,Liverpool,Newcastle,NH,NH
797,Man United,Middlesboro,H,H
798,Arsenal,Man City,H,NH
799,Middlesboro,Sunderland,H,NH
800,Aston Villa,Charlton,H,H
801,Blackburn,Chelsea,NH,NH
802,Fulham,Tottenham,H,NH
803,Liverpool,Birmingham,NH,NH
804,Man United,Bolton,NH,H
805,Newcastle,Leeds,NH,NH
806,Southampton,Everton,H,H
807,West Ham,West Brom,NH,H
808,Bolton,Liverpool,NH,NH
809,Charlton,Arsenal,NH,H
810,Chelsea,Newcastle,H,H
811,Everton,Middlesboro,H,NH
812,Leeds,Man United,H,NH
813,Sunderland,Fulham,NH,H
814,West Brom,Southampton,H,H
815,Man City,Blackburn,NH,NH
816,Tottenham,West Ham,H,NH
817,Birmingham,Aston Villa,H,NH
818,Arsenal,Bolton,H,NH
819,Liverpool,West Brom,H,NH
820,Man United,Tottenham,H,NH
821,Middlesboro,Birmingham,H,H
822,Newcastle,Sunderland,H,H
823,Southampton,Charlton,NH,H
824,West Ham,Man City,NH,NH
825,Aston Villa,Everton,H,H
826,Blackburn,Leeds,H,NH
827,Fulham,Chelsea,NH,H
828,Birmingham,Newcastle,NH,H
829,Bolton,Southampton,NH,NH
830,Charlton,Man United,NH,H
831,Chelsea,West Ham,NH,NH
832,Everton,Fulham,H,NH
833,Leeds,Arsenal,NH,H
834,Man City,Liverpool,NH,H
835,Sunderland,Aston Villa,H,H
836,Tottenham,Middlesboro,NH,NH
837,West Brom,Blackburn,NH,H
838,Middlesboro,Bolton,H,NH
839,Newcastle,West Brom,H,NH
840,Southampton,Man City,H,H
841,West Ham,Birmingham,NH,NH
842,Arsenal,Sunderland,H,NH
843,Aston Villa,Leeds,NH,H
844,Blackburn,Tottenham,NH,H
845,Fulham,Charlton,H,H
846,Liverpool,Chelsea,H,H
847,Man United,Everton,H,H
848,Blackburn,Newcastle,H,NH
849,Everton,Arsenal,H,NH
850,Fulham,Man United,NH,H
851,Leeds,Liverpool,NH,NH
852,Man City,Chelsea,NH,H
853,Sunderland,West Ham,NH,NH
854,West Brom,Birmingham,NH,NH
855,Charlton,Middlesboro,H,H
856,Tottenham,Bolton,H,NH
857,Aston Villa,Southampton,NH,H
858,Fulham,West Ham,NH,H
859,Arsenal,Blackburn,NH,NH
860,Birmingham,Man City,NH,H
861,Chelsea,West Brom,H,H
862,Liverpool,Tottenham,H,NH
863,Man United,Aston Villa,NH,H
864,Middlesboro,Leeds,NH,H
865,Newcastle,Charlton,H,NH
866,Southampton,Fulham,H,H
867,West Ham,Everton,NH,H
868,Bolton,Sunderland,NH,NH
869,Birmingham,Bolton,H,NH
870,Liverpool,West Ham,H,H
871,Man United,Southampton,H,NH
872,West Brom,Man City,NH,NH
873,Blackburn,Aston Villa,NH,NH
874,Charlton,Sunderland,NH,NH
875,Fulham,Arsenal,NH,NH
876,Leeds,Everton,NH,H
877,Tottenham,Chelsea,NH,NH
878,Newcastle,Middlesboro,H,NH
879,Arsenal,Newcastle,H,H
880,Aston Villa,Fulham,H,H
881,Bolton,West Brom,NH,H
882,Chelsea,Birmingham,H,H
883,Everton,Charlton,H,H
884,Man City,Man United,H,H
885,Middlesboro,Liverpool,H,H
886,Southampton,Blackburn,NH,NH
887,Sunderland,Tottenham,H,NH
888,West Ham,Leeds,NH,H
889,Arsenal,Tottenham,H,H
890,Chelsea,Middlesboro,H,H
891,Man City,Charlton,NH,H
892,Newcastle,Southampton,H,H
893,West Brom,Aston Villa,NH,NH
894,Birmingham,Fulham,NH,NH
895,Blackburn,Everton,NH,NH
896,Leeds,Bolton,NH,H
897,Liverpool,Sunderland,NH,NH
898,West Ham,Man United,NH,H
899,Aston Villa,West Ham,H,NH
900,Bolton,Chelsea,NH,H
901,Everton,West Brom,H,H
902,Fulham,Liverpool,H,NH
903,Man United,Newcastle,H,H
904,Middlesboro,Man City,H,H
905,Southampton,Arsenal,H,NH
906,Sunderland,Birmingham,NH,NH
907,Charlton,Blackburn,H,NH
908,Tottenham,Leeds,H,H
909,Arsenal,Aston Villa,H,NH
910,Birmingham,Tottenham,NH,H
911,Blackburn,Fulham,H,H
912,Chelsea,Sunderland,H,H
913,Man City,Bolton,H,NH
914,West Brom,Middlesboro,H,H
915,Leeds,Charlton,NH,NH
916,Liverpool,Man United,NH,H
917,Newcastle,Everton,H,H
918,West Ham,Southampton,NH,H
919,Aston Villa,Newcastle,NH,NH
920,Bolton,Blackburn,NH,NH
921,Charlton,Liverpool,H,NH
922,Everton,Chelsea,NH,H
923,Fulham,Leeds,H,NH
924,Man United,Arsenal,H,H
925,Middlesboro,West Ham,NH,H
926,Southampton,Birmingham,H,H
927,Tottenham,West Brom,H,NH
928,Sunderland,Man City,NH,H
929,Aston Villa,West Brom,H,NH
930,Charlton,Man City,NH,NH
931,Everton,Blackburn,H,NH
932,Man United,West Ham,H,H
933,Middlesboro,Chelsea,NH,NH
934,Southampton,Newcastle,NH,H
935,Fulham,Birmingham,NH,H
936,Sunderland,Liverpool,H,H
937,Tottenham,Arsenal,NH,H
938,Bolton,Leeds,NH,NH
939,Arsenal,Middlesboro,H,H
940,Birmingham,Charlton,NH,NH
941,Chelsea,Aston Villa,H,H
942,Leeds,Southampton,NH,NH
943,Newcastle,Fulham,H,H
944,West Brom,Sunderland,NH,NH
945,West Ham,Bolton,NH,NH
946,Blackburn,Man United,H,H
947,Liverpool,Everton,NH,NH
948,Man City,Tottenham,NH,NH
949,Birmingham,Everton,NH,H
950,Bolton,Newcastle,H,NH
951,Chelsea,Southampton,NH,NH
952,Liverpool,Blackburn,NH,NH
953,Man City,Aston Villa,H,H
954,Middlesboro,Man United,H,NH
955,Sunderland,Leeds,NH,NH
956,Tottenham,Charlton,NH,NH
957,West Brom,Arsenal,NH,NH
958,West Ham,Fulham,NH,NH
959,Aston Villa,Middlesboro,H,NH
960,Blackburn,West Ham,NH,H
961,Charlton,West Brom,H,H
962,Everton,Bolton,NH,NH
963,Fulham,Man City,NH,H
964,Leeds,Chelsea,H,H
965,Man United,Birmingham,H,NH
966,Southampton,Sunderland,H,NH
967,Arsenal,Liverpool,NH,H
968,Newcastle,Tottenham,H,NH
969,Arsenal,Chelsea,H,H
970,Aston Villa,Bolton,H,H
971,Blackburn,Middlesboro,H,NH
972,Everton,Man City,NH,NH
973,Leeds,Birmingham,H,NH
974,Man United,Sunderland,H,NH
975,Newcastle,Liverpool,H,H
976,Southampton,Tottenham,H,H
977,Bolton,Fulham,NH,H
978,Chelsea,Charlton,H,NH
979,Liverpool,Aston Villa,NH,H
980,Man City,Leeds,H,NH
981,Middlesboro,Southampton,NH,NH
982,Sunderland,Blackburn,NH,H
983,West Brom,Man United,NH,H
984,West Ham,Newcastle,NH,H
985,Birmingham,Arsenal,NH,NH
986,Tottenham,Everton,H,H
987,Aston Villa,Tottenham,NH,NH
988,Blackburn,Birmingham,NH,NH
989,Charlton,Bolton,NH,H
990,Everton,Sunderland,H,H
991,Leeds,West Brom,NH,NH
992,Man United,Chelsea,H,H
993,Newcastle,Man City,H,NH
994,Southampton,Liverpool,NH,NH
995,Arsenal,West Ham,H,NH
996,Fulham,Middlesboro,H,NH
997,Charlton,West Ham,H,H
998,Newcastle,Bolton,H,NH
999,Bolton,Everton,NH,NH
1000,Chelsea,Leeds,H,H
1001,Middlesboro,Aston Villa,NH,H
1002,Sunderland,Southampton,NH,H
1003,Liverpool,Arsenal,NH,NH
1004,Man City,Fulham,H,H
1005,Tottenham,Newcastle,NH,H
1006,West Brom,Charlton,NH,H
1007,West Ham,Blackburn,H,H
1008,Arsenal,Fulham,H,NH
1009,Bolton,Birmingham,H,H
1010,Chelsea,Tottenham,NH,H
1011,Everton,Leeds,H,NH
1012,Man City,West Brom,NH,NH
1013,Southampton,Man United,NH,H
1014,Sunderland,Charlton,NH,H
1015,Aston Villa,Blackburn,H,H
1016,West Ham,Liverpool,NH,H
1017,Birmingham,Man United,NH,H
1018,Birmingham,Chelsea,NH,NH
1019,Blackburn,Southampton,H,NH
1020,Charlton,Everton,H,NH
1021,Fulham,Aston Villa,H,H
1022,Leeds,West Ham,H,NH
1023,Liverpool,Middlesboro,NH,H
1024,Tottenham,Sunderland,H,H
1025,West Brom,Bolton,NH,NH
1026,Man United,Man City,NH,H
1027,Newcastle,Arsenal,NH,NH
1028,Fulham,West Brom,H,NH
1029,Bolton,Man United,NH,H
1030,Charlton,Aston Villa,H,NH
1031,Chelsea,Blackburn,NH,H
1032,Everton,Southampton,H,NH
1033,Leeds,Newcastle,NH,NH
1034,Man City,Arsenal,NH,H
1035,Sunderland,Middlesboro,NH,H
1036,Birmingham,Liverpool,H,H
1037,West Brom,West Ham,NH,NH
1038,Tottenham,Fulham,NH,NH
1039,Blackburn,Man City,H,NH
1040,Fulham,Sunderland,H,H
1041,Middlesboro,Everton,NH,H
1042,Newcastle,Chelsea,H,H
1043,Southampton,West Brom,H,NH
1044,West Ham,Tottenham,H,NH
1045,Arsenal,Charlton,H,NH
1046,Aston Villa,Birmingham,NH,H
1047,Man United,Leeds,H,H
1048,Middlesboro,Newcastle,H,NH
1049,Liverpool,Bolton,H,NH
1050,Aston Villa,Man United,NH,NH
1051,Blackburn,Arsenal,H,NH
1052,Charlton,Newcastle,NH,NH
1053,Everton,West Ham,NH,NH
1054,Fulham,Southampton,NH,NH
1055,Leeds,Middlesboro,NH,NH
1056,Sunderland,Bolton,NH,NH
1057,Man City,Birmingham,H,NH
1058,Tottenham,Liverpool,NH,NH
1059,West Brom,Chelsea,NH,H
1060,Birmingham,West Brom,H,NH
1061,Chelsea,Man City,H,NH
1062,Man United,Fulham,H,NH
1063,Middlesboro,Charlton,NH,H
1064,Newcastle,Blackburn,H,H
1065,Southampton,Aston Villa,NH,H
1066,West Ham,Sunderland,H,NH
1067,Arsenal,Everton,H,NH
1068,Liverpool,Leeds,H,H
1069,Bolton,Tottenham,H,NH
1070,Aston Villa,Arsenal,NH,H
1071,Bolton,Man City,H,NH
1072,Charlton,Leeds,NH,H
1073,Man United,Liverpool,H,H
1074,Middlesboro,West Brom,H,NH
1075,Southampton,West Ham,NH,H
1076,Sunderland,Chelsea,NH,H
1077,Tottenham,Birmingham,H,H
1078,Everton,Newcastle,H,NH
1079,Fulham,Blackburn,NH,H
1080,Birmingham,Sunderland,H,H
1081,Blackburn,Charlton,H,NH
1082,Chelsea,Bolton,H,H
1083,Leeds,Tottenham,NH,H
1084,Liverpool,Fulham,H,NH
1085,Man City,Middlesboro,NH,NH
1086,Newcastle,Man United,NH,H
1087,West Brom,Everton,NH,H
1088,West Ham,Aston Villa,NH,H
1089,Arsenal,Man United,NH,H
1090,Tottenham,Man City,NH,NH
1091,Aston Villa,Chelsea,H,NH
1092,Bolton,West Ham,H,H
1093,Charlton,Birmingham,NH,NH
1094,Everton,Liverpool,NH,NH
1095,Fulham,Newcastle,H,H
1096,Man United,Blackburn,H,NH
1097,Middlesboro,Arsenal,NH,NH
1098,Southampton,Leeds,H,NH
1099,Sunderland,West Brom,NH,H
1100,Birmingham,Southampton,H,NH
1101,Blackburn,Bolton,NH,NH
1102,Chelsea,Everton,H,H
1103,Liverpool,Charlton,H,H
1104,Man City,Sunderland,H,H
1105,Newcastle,Aston Villa,NH,H
1106,West Brom,Tottenham,NH,NH
1107,West Ham,Middlesboro,H,H
1108,Leeds,Fulham,H,H
1109,Birmingham,Middlesboro,H,NH
1110,Bolton,Arsenal,NH,H
1111,Charlton,Southampton,H,H
1112,Chelsea,Fulham,NH,H
1113,Everton,Aston Villa,H,H
1114,Leeds,Blackburn,NH,NH
1115,Sunderland,Newcastle,NH,H
1116,West Brom,Liverpool,NH,H
1117,Man City,West Ham,NH,H
1118,Tottenham,Man United,NH,H
1119,Aston Villa,Sunderland,H,NH
1120,Blackburn,West Brom,NH,NH
1121,Fulham,Everton,H,H
1122,Liverpool,Man City,NH,NH
1123,Man United,Charlton,H,H
1124,Middlesboro,Tottenham,H,H
1125,Newcastle,Birmingham,H,H
1126,Southampton,Bolton,NH,H
1127,West Ham,Chelsea,H,H
1128,Arsenal,Leeds,NH,H
1129,Arsenal,Southampton,H,NH
1130,Birmingham,West Ham,NH,H
1131,Bolton,Middlesboro,H,NH
1132,Charlton,Fulham,NH,H
1133,Chelsea,Liverpool,H,H
1134,Everton,Man United,NH,H
1135,Leeds,Aston Villa,H,H
1136,Man City,Southampton,NH,H
1137,Sunderland,Arsenal,NH,NH
1138,Tottenham,Blackburn,NH,NH
1139,West Brom,Newcastle,NH,H
1140,Arsenal,Everton,H,NH
1141,Birmingham,Tottenham,H,NH
1142,Blackburn,Wolves,H,NH
1143,Fulham,Middlesbrough,H,NH
1144,Leicester,Southampton,NH,NH
1145,Man United,Bolton,H,NH
1146,Portsmouth,Aston Villa,H,NH
1147,Charlton,Man City,NH,H
1148,Leeds,Newcastle,NH,H
1149,Liverpool,Chelsea,NH,NH
1150,Bolton,Blackburn,NH,NH
1151,Chelsea,Leicester,H,H
1152,Everton,Fulham,H,H
1153,Man City,Portsmouth,NH,NH
1154,Newcastle,Man United,NH,NH
1155,Southampton,Birmingham,NH,NH
1156,Tottenham,Leeds,H,NH
1157,Wolves,Charlton,NH,NH
1158,Aston Villa,Liverpool,NH,H
1159,Middlesbrough,Arsenal,NH,NH
1160,Blackburn,Man City,NH,H
1161,Charlton,Everton,NH,H
1162,Leeds,Southampton,NH,H
1163,Leicester,Middlesbrough,NH,NH
1164,Portsmouth,Bolton,H,H
1165,Arsenal,Aston Villa,H,NH
1166,Liverpool,Tottenham,NH,NH
1167,Man United,Wolves,H,NH
1168,Aston Villa,Leicester,H,H
1169,Bolton,Charlton,NH,NH
1170,Chelsea,Blackburn,NH,H
1171,Everton,Liverpool,NH,NH
1172,Middlesbrough,Leeds,NH,H
1173,Newcastle,Birmingham,NH,NH
1174,Tottenham,Fulham,NH,NH
1175,Wolves,Portsmouth,NH,H
1176,Man City,Arsenal,NH,NH
1177,Southampton,Man United,H,NH
1178,Arsenal,Portsmouth,NH,NH
1179,Blackburn,Liverpool,NH,H
1180,Bolton,Middlesbrough,H,H
1181,Charlton,Man United,NH,NH
1182,Chelsea,Tottenham,H,H
1183,Everton,Newcastle,NH,H
1184,Southampton,Wolves,H,H
1185,Birmingham,Fulham,NH,NH
1186,Man City,Aston Villa,H,H
1187,Leicester,Leeds,H,H
1188,Aston Villa,Charlton,H,NH
1189,Fulham,Man City,NH,NH
1190,Leeds,Birmingham,NH,H
1191,Liverpool,Leicester,H,NH
1192,Newcastle,Bolton,NH,H
1193,Portsmouth,Blackburn,NH,H
1194,Tottenham,Southampton,NH,H
1195,Wolves,Chelsea,NH,H
1196,Man United,Arsenal,NH,NH
1197,Middlesbrough,Everton,H,H
1198,Arsenal,Newcastle,H,NH
1199,Birmingham,Portsmouth,H,NH
1200,Bolton,Wolves,NH,NH
1201,Chelsea,Aston Villa,H,H
1202,Leicester,Man United,NH,NH
1203,Southampton,Middlesbrough,NH,NH
1204,Blackburn,Fulham,NH,NH
1205,Charlton,Liverpool,H,NH
1206,Everton,Leeds,H,NH
1207,Man City,Tottenham,NH,NH
1208,Fulham,Leicester,H,H
1209,Leeds,Blackburn,H,NH
1210,Liverpool,Arsenal,NH,NH
1211,Man United,Birmingham,H,H
1212,Newcastle,Southampton,H,H
1213,Portsmouth,Charlton,NH,H
1214,Tottenham,Everton,H,H
1215,Wolves,Man City,H,NH
1216,Aston Villa,Bolton,NH,H
1217,Middlesbrough,Chelsea,NH,NH
1218,Birmingham,Chelsea,NH,H
1219,Arsenal,Chelsea,H,H
1220,Fulham,Wolves,NH,NH
1221,Leeds,Man United,NH,NH
1222,Man City,Bolton,H,H
1223,Middlesbrough,Newcastle,NH,NH
1224,Portsmouth,Liverpool,H,NH
1225,Birmingham,Aston Villa,NH,NH
1226,Everton,Southampton,NH,H
1227,Leicester,Tottenham,NH,NH
1228,Blackburn,Charlton,NH,H
1229,Fulham,Newcastle,NH,NH
1230,Aston Villa,Everton,NH,H
1231,Bolton,Birmingham,NH,H
1232,Chelsea,Man City,H,H
1233,Liverpool,Leeds,H,H
1234,Man United,Fulham,NH,H
1235,Newcastle,Portsmouth,H,NH
1236,Southampton,Blackburn,H,NH
1237,Wolves,Leicester,H,H
1238,Charlton,Arsenal,NH,NH
1239,Tottenham,Middlesbrough,NH,NH
1240,Everton,Chelsea,NH,NH
1241,Leeds,Arsenal,NH,NH
1242,Man United,Portsmouth,H,NH
1243,Middlesbrough,Wolves,H,NH
1244,Newcastle,Aston Villa,NH,NH
1245,Southampton,Man City,NH,NH
1246,Tottenham,Bolton,NH,NH
1247,Fulham,Liverpool,NH,NH
1248,Leicester,Blackburn,H,H
1249,Birmingham,Charlton,NH,H
1250,Arsenal,Tottenham,H,H
1251,Aston Villa,Middlesbrough,NH,NH
1252,Bolton,Southampton,NH,H
1253,Charlton,Fulham,H,H
1254,Portsmouth,Leeds,H,NH
1255,Wolves,Birmingham,NH,NH
1256,Chelsea,Newcastle,H,NH
1257,Liverpool,Man United,NH,H
1258,Man City,Leicester,NH,NH
1259,Blackburn,Everton,H,NH
1260,Birmingham,Arsenal,NH,H
1261,Everton,Wolves,H,NH
1262,Leeds,Bolton,NH,NH
1263,Leicester,Charlton,NH,NH
1264,Man United,Blackburn,H,NH
1265,Middlesbrough,Liverpool,NH,NH
1266,Newcastle,Man City,H,H
1267,Southampton,Chelsea,NH,NH
1268,Tottenham,Aston Villa,H,NH
1269,Fulham,Portsmouth,H,H
1270,Aston Villa,Southampton,H,NH
1271,Blackburn,Tottenham,H,NH
1272,Bolton,Everton,H,NH
1273,Charlton,Leeds,NH,NH
1274,Portsmouth,Leicester,NH,H
1275,Wolves,Newcastle,NH,H
1276,Arsenal,Fulham,NH,NH
1277,Chelsea,Man United,H,NH
1278,Liverpool,Birmingham,H,H
1279,Man City,Middlesbrough,NH,NH
1280,Birmingham,Blackburn,NH,H
1281,Fulham,Bolton,H,NH
1282,Leeds,Chelsea,NH,H
1283,Leicester,Arsenal,NH,NH
1284,Man United,Aston Villa,H,NH
1285,Middlesbrough,Portsmouth,NH,H
1286,Newcastle,Liverpool,NH,H
1287,Tottenham,Wolves,H,H
1288,Everton,Man City,NH,H
1289,Southampton,Charlton,H,H
1290,Chelsea,Bolton,NH,NH
1291,Leicester,Birmingham,NH,NH
1292,Liverpool,Southampton,NH,H
1293,Man United,Man City,H,NH
1294,Middlesbrough,Charlton,NH,NH
1295,Newcastle,Tottenham,H,H
1296,Portsmouth,Everton,NH,NH
1297,Arsenal,Blackburn,H,H
1298,Aston Villa,Wolves,H,NH
1299,Leeds,Fulham,H,H
1300,Blackburn,Aston Villa,NH,NH
1301,Bolton,Arsenal,NH,NH
1302,Charlton,Newcastle,NH,NH
1303,Everton,Leicester,H,NH
1304,Fulham,Chelsea,NH,NH
1305,Southampton,Portsmouth,H,NH
1306,Tottenham,Man United,NH,H
1307,Man City,Leeds,NH,NH
1308,Arsenal,Wolves,H,NH
1309,Birmingham,Man City,H,NH
1310,Blackburn,Middlesbrough,NH,NH
1311,Charlton,Chelsea,H,NH
1312,Fulham,Southampton,H,H
1313,Leeds,Aston Villa,NH,NH
1314,Leicester,Newcastle,NH,NH
1315,Liverpool,Bolton,H,NH
1316,Man United,Everton,H,H
1317,Portsmouth,Tottenham,H,H
1318,Aston Villa,Fulham,H,NH
1319,Bolton,Leicester,NH,NH
1320,Chelsea,Portsmouth,H,NH
1321,Everton,Birmingham,H,NH
1322,Man City,Liverpool,NH,NH
1323,Middlesbrough,Man United,NH,H
1324,Newcastle,Blackburn,NH,H
1325,Tottenham,Charlton,NH,NH
1326,Wolves,Leeds,H,NH
1327,Southampton,Arsenal,NH,H
1328,Aston Villa,Portsmouth,H,H
1329,Bolton,Man United,NH,H
1330,Chelsea,Liverpool,NH,H
1331,Everton,Arsenal,NH,NH
1332,Man City,Charlton,NH,NH
1333,Middlesbrough,Fulham,H,NH
1334,Newcastle,Leeds,H,H
1335,Southampton,Leicester,NH,H
1336,Tottenham,Birmingham,H,H
1337,Wolves,Blackburn,NH,H
1338,Arsenal,Middlesbrough,H,H
1339,Birmingham,Southampton,H,NH
1340,Blackburn,Bolton,NH,H
1341,Charlton,Wolves,H,NH
1342,Fulham,Everton,H,NH
1343,Leeds,Tottenham,NH,NH
1344,Liverpool,Aston Villa,H,NH
1345,Portsmouth,Man City,H,NH
1346,Leicester,Chelsea,NH,H
1347,Man United,Newcastle,NH,H
1348,Bolton,Portsmouth,H,H
1349,Everton,Charlton,NH,H
1350,Man City,Blackburn,NH,NH
1351,Middlesbrough,Leicester,NH,H
1352,Southampton,Leeds,H,NH
1353,Tottenham,Liverpool,H,NH
1354,Wolves,Man United,H,NH
1355,Aston Villa,Arsenal,NH,NH
1356,Chelsea,Birmingham,NH,H
1357,Newcastle,Fulham,H,NH
1358,Wolves,Liverpool,NH,H
1359,Birmingham,Newcastle,NH,NH
1360,Charlton,Bolton,NH,NH
1361,Fulham,Tottenham,H,NH
1362,Leeds,Middlesbrough,NH,H
1363,Leicester,Aston Villa,NH,NH
1364,Liverpool,Everton,NH,NH
1365,Man United,Southampton,H,H
1366,Portsmouth,Wolves,NH,H
1367,Arsenal,Man City,H,H
1368,Blackburn,Chelsea,NH,
1369,Aston Villa,Leeds,H,
1370,Bolton,Liverpool,NH,
1371,Everton,Man United,NH,
1372,Middlesbrough,Blackburn,NH,
1373,Newcastle,Leicester,H,
1374,Southampton,Fulham,NH,
1375,Tottenham,Portsmouth,H,
1376,Wolves,Arsenal,NH,
1377,Chelsea,Charlton,H,
1378,Man City,Birmingham,NH,
1379,Arsenal,Southampton,H,
1380,Leeds,Wolves,H,
1381,Leicester,Bolton,NH,
1382,Birmingham,Everton,H,
1383,Blackburn,Newcastle,NH,
1384,Charlton,Tottenham,NH,
1385,Fulham,Aston Villa,NH,
1386,Liverpool,Man City,H,
1387,Man United,Middlesbrough,NH,
1388,Portsmouth,Chelsea,NH,
1389,Bolton,Man City,NH,
1390,Charlton,Blackburn,H,
1391,Chelsea,Arsenal,NH,
1392,Man United,Leeds,NH,
1393,Newcastle,Middlesbrough,H,
1394,Southampton,Everton,NH,
1395,Wolves,Fulham,H,
1396,Aston Villa,Birmingham,NH,
1397,Tottenham,Leicester,NH,
1398,Arsenal,Charlton,H,
1399,Blackburn,Southampton,NH,
1400,Everton,Aston Villa,H,
1401,Fulham,Man United,NH,
1402,Leicester,Wolves,NH,
1403,Man City,Chelsea,NH,
1404,Leeds,Liverpool,NH,
1405,Portsmouth,Newcastle,NH,
1406,Birmingham,Middlesbrough,H,
1407,Birmingham,Bolton,H,
1408,Middlesbrough,Tottenham,H,
1409,Birmingham,Leicester,NH,
1410,Blackburn,Arsenal,NH,
1411,Bolton,Chelsea,NH,
1412,Charlton,Middlesbrough,H,
1413,Everton,Portsmouth,H,
1414,Fulham,Leeds,H,
1415,Man City,Man United,H,
1416,Southampton,Liverpool,H,
1417,Tottenham,Newcastle,H,
1418,Wolves,Aston Villa,NH,
1419,Liverpool,Portsmouth,H,
1420,Arsenal,Bolton,H,
1421,Aston Villa,Blackburn,NH,
1422,Chelsea,Fulham,H,
1423,Leicester,Everton,NH,
1424,Liverpool,Wolves,H,
1425,Man United,Tottenham,H,
1426,Middlesbrough,Birmingham,H,
1427,Newcastle,Charlton,H,
1428,Portsmouth,Southampton,H,
1429,Leeds,Man City,H,
1430,Birmingham,Leeds,H,
1431,Blackburn,Portsmouth,NH,
1432,Charlton,Aston Villa,NH,
1433,Chelsea,Wolves,H,
1434,Everton,Middlesbrough,NH,
1435,Man City,Fulham,NH,
1436,Southampton,Tottenham,H,
1437,Arsenal,Man United,NH,
1438,Bolton,Newcastle,H,
1439,Leicester,Liverpool,NH,
1440,Fulham,Birmingham,NH,
1441,Middlesbrough,Bolton,H,
1442,Newcastle,Everton,H,
1443,Tottenham,Chelsea,NH,
1444,Wolves,Southampton,NH,
1445,Aston Villa,Man City,NH,
1446,Liverpool,Blackburn,H,
1447,Leeds,Leicester,H,
1448,Arsenal,Liverpool,H,
1449,Everton,Tottenham,H,
1450,Birmingham,Man United,NH,
1451,Blackburn,Leeds,NH,
1452,Bolton,Aston Villa,NH,
1453,Charlton,Portsmouth,NH,
1454,Chelsea,Middlesbrough,NH,
1455,Leicester,Fulham,NH,
1456,Man City,Wolves,NH,
1457,Newcastle,Arsenal,NH,
1458,Aston Villa,Chelsea,H,
1459,Fulham,Blackburn,NH,
1460,Liverpool,Charlton,NH,
1461,Middlesbrough,Southampton,H,
1462,Portsmouth,Birmingham,H,
1463,Tottenham,Man City,NH,
1464,Wolves,Bolton,NH,
1465,Leeds,Everton,NH,
1466,Man United,Leicester,H,
1467,Arsenal,Leeds,H,
1468,Blackburn,Leicester,H,
1469,Bolton,Tottenham,H,
1470,Charlton,Birmingham,NH,
1471,Chelsea,Everton,NH,
1472,Liverpool,Fulham,NH,
1473,Man City,Southampton,NH,
1474,Portsmouth,Man United,H,
1475,Wolves,Middlesbrough,H,
1476,Aston Villa,Newcastle,NH,
1477,Man United,Charlton,H,
1478,Everton,Blackburn,NH,
1479,Fulham,Charlton,H,
1480,Leicester,Man City,NH,
1481,Man United,Liverpool,NH,
1482,Middlesbrough,Aston Villa,NH,
1483,Southampton,Bolton,NH,
1484,Birmingham,Wolves,NH,
1485,Leeds,Portsmouth,NH,
1486,Newcastle,Chelsea,H,
1487,Tottenham,Arsenal,NH,
1488,Arsenal,Birmingham,NH,
1489,Blackburn,Man United,H,
1490,Charlton,Leicester,NH,
1491,Chelsea,Southampton,H,
1492,Man City,Newcastle,H,
1493,Portsmouth,Fulham,NH,
1494,Wolves,Everton,H,
1495,Aston Villa,Tottenham,H,
1496,Bolton,Leeds,H,
1497,Liverpool,Middlesbrough,H,
1498,Portsmouth,Arsenal,NH,
1499,Birmingham,Liverpool,NH,
1500,Everton,Bolton,NH,
1501,Leeds,Charlton,NH,
1502,Leicester,Portsmouth,H,
1503,Man United,Chelsea,NH,
1504,Middlesbrough,Man City,H,
1505,Southampton,Aston Villa,NH,
1506,Tottenham,Blackburn,H,
1507,Fulham,Arsenal,NH,
1508,Newcastle,Wolves,NH,
1509,Southampton,Newcastle,NH,
1510,Arsenal,Leicester,H,
1511,Aston Villa,Man United,NH,
1512,Blackburn,Birmingham,NH,
1513,Bolton,Fulham,NH,
1514,Charlton,Southampton,H,
1515,Chelsea,Leeds,H,
1516,Liverpool,Newcastle,NH,
1517,Man City,Everton,H,
1518,Portsmouth,Middlesbrough,H,
1519,Wolves,Tottenham,NH,
1520,Aston Villa,Southampton,H,
1521,Blackburn,West Brom,NH,
1522,Bolton,Charlton,H,
1523,Man City,Fulham,NH,
1524,Middlesbrough,Newcastle,NH,
1525,Norwich,Crystal Palace,NH,
